gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
32697,The Sword,"Quattrocchi, Frank",35990,en,Science Fiction,Public domain in the USA.,TRUE
32705,Deadly City,"Fairman, Paul W.",9567,en,Science Fiction,Public domain in the USA.,TRUE
32706,Triplanetary,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
32734,Fly By Night,"Savage, Arthur Dekker",34306,en,Science Fiction,Public domain in the USA.,TRUE
32735,Forsyte's Retreat,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32737,Uniform of a Man,"Dryfoos, Dave",34175,en,Science Fiction,Public domain in the USA.,TRUE
32748,Mate in Two Moves,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32759,Red Nails,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,FALSE
32764,Manners of the Age,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
32780,Asteroid of Fear,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
32801,The Plotters,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
32820,World Beyond Pluto,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32825,"The Goddess of Atvatabar
Being the history of the discovery of the interior world and conquest of Atvatabar","Bradshaw, William Richard",36064,en,Science Fiction,Public domain in the USA.,TRUE
32827,Think Yourself to Death,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32828,Backlash,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
32832,Piper in the Woods,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
32833,A Woman's Place,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
32847,The Door into Infinity,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
32890,Home is Where You Left It,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
32903,The Victor,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
32905,Mask of Death,"Ernst, Paul",25157,en,Science Fiction,Public domain in the USA.,TRUE
32906,Thy Name Is Woman,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
32953,Quest of the Golden Ape,"Fairman, Paul W.",9567,en,Science Fiction,Public domain in the USA.,TRUE
32953,Quest of the Golden Ape,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
33016,"Astounding Stories,  August, 1931",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
33642,Earth Alert!,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
33644,The Secret of the Ninth Planet,"Wollheim, Donald A.",36516,en,Science Fiction,Public domain in the USA.,TRUE
33662,"A Republic Without a President, and Other Stories","Ward, Herbert D. (Herbert Dickinson)",33112,en,Precursors of Science Fiction,Public domain in the USA.,TRUE
33790,Delayed Action,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
33839,Problem on Balak,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
33842,By Earthlight,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
33850,The Slizzers,"Bixby, Jerome",34130,en,Science Fiction,Public domain in the USA.,TRUE
33854,Ask a Foolish Question,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
33871,Old Friends Are the Best,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
33934,She Knew He Was Coming,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
33969,New Hire,"Dryfoos, Dave",34175,en,Science Fiction,Public domain in the USA.,TRUE
34420,Riya's Foundling,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
35103,Le Vingtième Siècle: La Vie Électrique,"Robida, Albert",1043,fr,Precursors of Science Fiction/Science Fiction/FR Science fiction,Public domain in the USA.,TRUE
35425,The Mad Planet,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
35759,Security Risk,"Clinton, Ed M.",25710,en,Science Fiction,Public domain in the USA.,TRUE
36867,Progress Report,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
36867,Progress Report,"Apostolides, Alex",38520,en,Science Fiction,Public domain in the USA.,TRUE
37448,Comet's Burial,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
37653,"Sentiment, Inc.","Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
38287,We're Civilized!,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
38287,We're Civilized!,"Apostolides, Alex",38520,en,Science Fiction,Public domain in the USA.,TRUE
38674,"De la terre à la lune, trajet direct en 97 heures 20 minutes","Verne, Jules",60,fr,Science Fiction/FR Jeunesse/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE
39572,West Of The Sun,"Pangborn, Edgar",32078,en,Science Fiction,Public domain in the USA.,TRUE
40953,A Traveler in Time,"Derleth, August",34440,en,Science Fiction,Public domain in the USA.,TRUE
40954,Potential Enemy,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
40961,Luna Escapade,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,TRUE
40964,Tony and the Beetles,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
40968,Desire No More,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
40969,The Mating of the Moons,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
40970,Exploiter's End,"Causey, James",34044,en,Science Fiction,Public domain in the USA.,TRUE
40991,The Butterfly Kiss,"Savage, Arthur Dekker",34306,en,Science Fiction,Public domain in the USA.,TRUE
40992,The Martian,"Glasser, Allen",40926,en,Science Fiction,Public domain in the USA.,TRUE
40992,The Martian,"Hilliard, A. R. (Alec Rowley)",40927,en,Science Fiction,Public domain in the USA.,TRUE
40993,Spacewrecked on Venus,"Jones, Neil R.",32321,en,Science Fiction,Public domain in the USA.,TRUE
41027,The Revolt of the Star Men,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
41029,The Moon Destroyers,"Ruch, Monroe K.",40940,en,Science Fiction,Public domain in the USA.,TRUE
41049,The Onslaught from Rigel,"Pratt, Fletcher",40954,en,Science Fiction,Public domain in the USA.,TRUE
41062,The Final Figure,"Merwin, Sam",33758,en,Science Fiction,Public domain in the USA.,TRUE
41064,The Chapter Ends,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
41084,The Metal Moon,"Starzl, Roman Frederick",33651,en,Science Fiction,Public domain in the USA.,TRUE
41084,The Metal Moon,"Smith, Everett C.",40970,en,Science Fiction,Public domain in the USA.,TRUE
41445,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",61,en,Precursors of Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
41481,Astounding Stories of Super-Science January 1930,NA,NA,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
41562,The Hanging Stranger,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
41565,Consignment,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
41586,The Red Dust,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
41622,"Futuria Fantasia, Summer 1939","Bradbury, Ray",41269,en,Science Fiction,Public domain in the USA.,TRUE
41624,"Futuria Fantasia, Fall 1939","Bradbury, Ray",41269,en,Science Fiction,Public domain in the USA.,FALSE
41627,"Futuria Fantasia, Winter 1940","Bradbury, Ray",41269,en,Science Fiction,Public domain in the USA.,TRUE
41637,The Forgotten Planet,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
41651,"Futuria Fantasia, Spring 1940",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
41714,The Syndic,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
41905,Captives of the Flame,"Delany, Samuel R.",41419,en,Science Fiction,Public domain in the USA.,TRUE
41981,The Jewels of Aptor,"Delany, Samuel R.",41419,en,Science Fiction,Public domain in the USA.,TRUE
42111,And Then the Town Took Off,"Wilson, Richard",34343,en,Science Fiction,Public domain in the USA.,TRUE
42182,The Hyborian Age,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42183,Queen of the Black Coast,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42188,Shadows in the Moonlight,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42196,Shadows in Zamboula,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42209,The Devil in Iron,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42227,A Witch Shall Be Born,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42236,Jewels of Gwahlur,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42243,The Hour of the Dragon,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42254,Beyond the Black River,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42259,The People of the Black Circle,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42324,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",61,en,Precursors of Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
42648,Les voyages de Gulliver,"Swift, Jonathan",326,fr,FR Humour/Best Books Ever Listings/FR Littérature/FR Science fiction,Public domain in the USA.,FALSE
42664,Gods of the North,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction,Public domain in the USA.,TRUE
42901,Creatures of the Abyss,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
42914,Gladiator,"Wylie, Philip",41928,en,Science Fiction,Public domain in the USA.,TRUE
42987,Nightmare Planet,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
43038,Ripeness is All,"Roarke, Jesse",41995,en,Science Fiction,Public domain in the USA.,TRUE
43041,Double or Nothing,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
43046,Planet of Dread,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
43048,The Piebald Hippogriff,"Anderson, Karen",41998,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
43235,First on the Moon,"Sutton, Jeff",42085,en,Science Fiction,Public domain in the USA.,TRUE
43734,Relation d'un voyage du Pole Arctique au Pole Antarctique par le centre du monde,Anonymous,216,fr,FR Science fiction,Public domain in the USA.,TRUE
45644,"Guirlanden um Die Urnen der Zukunft
Eine interessante, originelle Familiengeschichte aus dem drei und zwanzigsten Jahrhunderte","Ruh, A. K.",43395,de,Precursors of Science Fiction,Public domain in the USA.,TRUE
45858,Lucian's True History,"Lucian, of Samosata",1997,en,Precursors of Science Fiction,Public domain in the USA.,TRUE
46111,Autour de la lune,"Verne, Jules",60,fr,FR Jeunesse/FR Littérature/FR Science fiction,Public domain in the USA.,FALSE
46222,"The Fantasy Fan, September 1933
The Fan's Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
46339,"The Fantasy Fan, October 1933
The Fan's Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
46534,"The Fantasy Fan, November 1933
The Fans' Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
46535,"The Fantasy Fan, December 1933
The Fans' Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
46615,"The Fantasy Fan, January 1934
The Fans' Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
46616,"The Fantasy Fan, February 1934
The Fans' Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
48866,"The Fantasy Fan, March 1934
The Fans' Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,FALSE
48880,Rough Beast,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,FALSE
49165,Brightside Crossing,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,FALSE
49462,Lord Tedric,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
49511,"The Fantasy Fan, April 1934
The Fan's Own Magazine",Various,116,en,Science Fiction,Public domain in the USA.,TRUE
49525,First Lensman,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
49531,A Man Obsessed,"Nourse, Alan Edward",25579,en,Science Fiction,Public domain in the USA.,TRUE
49651,Tedric,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction,Public domain in the USA.,TRUE
49693,The Machine That Floats,"Gibson, Joe",53256,en,Science Fiction,Public domain in the USA.,TRUE
49754,What Do You Read?,"Ellanby, Boyd",35725,en,Science Fiction,Public domain in the USA.,TRUE
49762,Diagnosis,"Palmer, Ray",35943,en,Science Fiction,Public domain in the USA.,TRUE
49767,Business For the Lawyers,"Robin, Ralph",45533,en,Science Fiction,Public domain in the USA.,TRUE
49779,Publicity Stunt,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
49809,Junior,"Abernathy, Robert",35455,en,Science Fiction,Public domain in the USA.,TRUE
49826,The Lights on Precipice Peak,"Tall, Stephen",45559,en,Science Fiction,Public domain in the USA.,TRUE
49838,Jack of No Trades,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
49897,The Gravity Business,"Gunn, James E.",25015,en,Science Fiction,Public domain in the USA.,TRUE
49901,The Snare,"Smith, Richard Rein",33589,en,Science Fiction,Public domain in the USA.,TRUE
50022,The Wailing Asteroid,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
50063,People Minus X,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
50103,The Dwindling Years,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,FALSE
50133,The Dunwich Horror,"Lovecraft, H. P. (Howard Phillips)",34724,en,Science Fiction,Public domain in the USA.,TRUE
50138,Doomsday Eve,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
50290,Space Station 1,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
50332,The Diamond Lens,"O'Brien, Fitz James",5848,en,Science Fiction,Public domain in the USA.,TRUE
50406,Operation Interstellar,"Smith, George O. (George Oliver)",8137,en,Science Fiction,Public domain in the USA.,TRUE
50441,Master of Life and Death,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
50449,Recruit for Andromeda,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
50561,The Dark Other,"Weinbaum, Stanley G. (Stanley Grauman)",25246,en,Science Fiction,Public domain in the USA.,TRUE
50566,Falcons of Narabedla,"Bradley, Marion Zimmer",8842,en,Science Fiction,Public domain in the USA.,TRUE
50571,The Green Odyssey,"Farmer, Philip José",33989,en,Science Fiction,Public domain in the USA.,TRUE
50585,A Thousand Degrees Below Zero,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
50622,The Silver Menace,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
50668,The Secret Martians,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
50682,The Planet Mappers,"Evans, E. Everett (Edward Everett)",8800,en,Science Fiction,Public domain in the USA.,TRUE
50702,Venus Boy,"Sutton, Lee",46052,en,Science Fiction,Public domain in the USA.,TRUE
50713,One Against the Moon,"Wollheim, Donald A.",36516,en,Science Fiction,Public domain in the USA.,TRUE
50719,Juju,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
50736,Address: Centauri,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction,Public domain in the USA.,TRUE
50753,Later Than You Think,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
50766,The Snowball Effect,"MacLean, Katherine",34332,en,Science Fiction,Public domain in the USA.,TRUE
50774,Contagion,"MacLean, Katherine",34332,en,Science Fiction,Public domain in the USA.,TRUE
50783,The Alien,"Jones, Raymond F.",25386,en,Science Fiction,Public domain in the USA.,TRUE
50796,Shipping Clerk,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
50800,Bimmie Says,"Van Scyoc, Sydney J.",46089,en,Science Fiction,Public domain in the USA.,TRUE
50802,A City Near Centaurus,"Doede, William R.",46090,en,Science Fiction,Public domain in the USA.,TRUE
50818,How to Make Friends,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
50819,A Bad Day for Sales,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
50826,The Moons of Mars,"Evans, Dean",35345,en,Science Fiction,Public domain in the USA.,TRUE
50827,Orphans of the Void,"Shaara, Michael",35381,en,Science Fiction,Public domain in the USA.,TRUE
50834,The Awakening,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
50835,The Luckiest Man in Denv,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
50842,Green Grew the Lasses,"Wainwright, Ruth Laura",46111,en,Science Fiction,Public domain in the USA.,TRUE
50844,Proof of the Pudding,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
50847,Tea Tray in the Sky,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
50848,Soldier Boy,"Shaara, Michael",35381,en,Science Fiction,Public domain in the USA.,TRUE
50863,Alien Minds,"Evans, E. Everett (Edward Everett)",8800,en,Science Fiction,Public domain in the USA.,TRUE
50868,The Highest Mountain,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
50869,A Gleeb for Earth,"Schafhauser, Charles",46116,en,Science Fiction,Public domain in the USA.,TRUE
50872,Not Fit for Children,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
50876,Earthbound,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
50877,Education of a Martian,"Shallit, Joseph",46122,en,Science Fiction,Public domain in the USA.,TRUE
50884,Today is Forever,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
50885,The Weather on Mercury,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
50889,Half past Alligator,"Colvin, Donald",46128,en,Science Fiction,Public domain in the USA.,TRUE
50890,The Birds of Lorrane,"Doede, William R.",46090,en,Science Fiction,Public domain in the USA.,TRUE
50892,My Lady Selene,"Ludens, Magnus",46129,en,Science Fiction,Public domain in the USA.,TRUE
50893,The Great Nebraska Sea,"Danzig, Allan",46130,en,Science Fiction,Public domain in the USA.,TRUE
50904,On the Fourth Planet,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
50905,Yesterday House,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
50921,"$1,000 a Plate","McKenty, Jack",35999,en,Science Fiction,Public domain in the USA.,TRUE
50923,The Serpent River,"Wilcox, Don",46145,en,Science Fiction,Public domain in the USA.,TRUE
50924,Sweet Tooth,"Young, Robert F.",25767,en,Science Fiction,Public domain in the USA.,TRUE
50928,Hot Planet,"Clement, Hal",46167,en,Science Fiction,Public domain in the USA.,TRUE
50935,"Star, Bright","Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
50936,Man in a Sewing Machine,"Stecher, L. J., Jr.",32723,en,Science Fiction,Public domain in the USA.,TRUE
50940,Wailing Wall,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
50945,Point of Departure,"Shelton, Vaughan",46157,en,Science Fiction,Public domain in the USA.,TRUE
50948,Of All Possible Worlds,"Tenn, William",35965,en,Science Fiction,Public domain in the USA.,TRUE
50959,End as a World,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction,Public domain in the USA.,TRUE
50969,Big Ancestor,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction,Public domain in the USA.,TRUE
50971,The Problem Makers,"Hoskins, Robert",36004,en,Science Fiction,Public domain in the USA.,TRUE
50980,The Freelancer,"Zacks, Robert",46179,en,Science Fiction,Public domain in the USA.,TRUE
50981,Garrity's Annuities,"Mason, David",26303,en,Science Fiction,Public domain in the USA.,TRUE
50988,Bodyguard,"Gold, H. L. (Horace Leonard)",35538,en,Science Fiction,Public domain in the USA.,TRUE
50989,The Nostalgia Gene,"Hutchins, Roy",46185,en,Science Fiction,Public domain in the USA.,TRUE
50998,Delay in Transit,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction,Public domain in the USA.,TRUE
50999,Med Ship Man,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
51008,Two Weeks in August,"Robinson, Frank M.",34076,en,Science Fiction,Public domain in the USA.,TRUE
51009,Picture Bride,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
51027,Jaywalker,"Rocklynne, Ross",34040,en,Science Fiction,Public domain in the USA.,TRUE
51028,The Protector,"Curtis, Betsy",36000,en,Science Fiction,Public domain in the USA.,TRUE
51035,Up for Renewal,"Daniel, Lucius",34122,en,Science Fiction,Public domain in the USA.,TRUE
51037,Second Childhood,"Simak, Clifford D.",25185,en,Science Fiction,Public domain in the USA.,TRUE
51046,...And It Comes Out Here,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
51047,Pollony Undiverted,"Van Scyoc, Sydney J.",46089,en,Science Fiction,Public domain in the USA.,TRUE
51050,Man's Best Friend,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
51053,Judas Ram,"Merwin, Sam",33758,en,Science Fiction,Public domain in the USA.,TRUE
51072,Shamar's War,"Neville, Kris",25913,en,Science Fiction,Public domain in the USA.,TRUE
51074,Don't Shoot,"Zacks, Robert",46179,en,Science Fiction,Public domain in the USA.,TRUE
51075,A Stone and a Spear,"Jones, Raymond F.",25386,en,Science Fiction,Public domain in the USA.,TRUE
51081,The Amateurs,"Cogan, Alan",36077,en,Science Fiction,Public domain in the USA.,TRUE
51082,Coming Attraction,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51091,The Deep One,"Ruzic, Neil P.",46239,en,Science Fiction,Public domain in the USA.,TRUE
51092,Rattle OK,"Warner, Harry",35998,en,Science Fiction,Public domain in the USA.,TRUE
51101,Nice Girl with 5 Husbands,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51102,The Sentimentalists,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
51112,The Other Now,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
51115,Transfer Point,"Boucher, Anthony",46245,en,Science Fiction,Public domain in the USA.,TRUE
51121,Spoken For,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
51122,The Men in the Walls,"Tenn, William",35965,en,Science Fiction,Public domain in the USA.,TRUE
51125,Mars is My Destination,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
51126,The Princess and the Physicist,"Smith, Evelyn E.",25680,en,Science Fiction,Public domain in the USA.,TRUE
51129,A Gift from Earth,"Banister, Manly",46252,en,Science Fiction,Public domain in the USA.,TRUE
51132,Whiskaboom,"Arkin, Alan",46255,en,Science Fiction,Public domain in the USA.,TRUE
51136,Nothing But the Best,"Cogan, Alan",36077,en,Science Fiction,Public domain in the USA.,TRUE
51137,Cause of Death,"Tadlock, Max",46257,en,Science Fiction,Public domain in the USA.,TRUE
51148,Common Denominator,"MacDonald, John D. (John Dann)",45620,en,Science Fiction,Public domain in the USA.,TRUE
51150,Venus is a Man's World,"Tenn, William",35965,en,Science Fiction,Public domain in the USA.,TRUE
51152,Appointment In Tomorrow,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
51153,The Semantic War,"Clothier, Bill",46265,en,Science Fiction,Public domain in the USA.,TRUE
51167,Butterfly 9,"Keith, Donald",46272,en,Science Fiction,Public domain in the USA.,TRUE
51168,Operation Distress,"Del Rey, Lester",8240,en,Science Fiction,Public domain in the USA.,TRUE
51170,The Fire and the Sword,"Robinson, Frank M.",34076,en,Science Fiction,Public domain in the USA.,TRUE
51171,A Little Journey,"Bradbury, Ray",41269,en,Science Fiction,Public domain in the USA.,TRUE
51184,Inside Earth,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
51185,All Jackson's Children,"Galouye, Daniel F.",35969,en,Science Fiction,Public domain in the USA.,TRUE
51193,Pictures Don't Lie,"MacLean, Katherine",34332,en,Science Fiction,Public domain in the USA.,TRUE
51194,Made to Measure,"Gault, William Campbell",35339,en,Science Fiction,Public domain in the USA.,TRUE
51201,Volpla,"Guin, Wyman",46291,en,Science Fiction,Public domain in the USA.,TRUE
51202,Name Your Symptom,"Harmon, Jim",35040,en,Science Fiction,Public domain in the USA.,TRUE
51203,A Coffin for Jacob,"Ludwig, Edward W.",35976,en,Science Fiction,Public domain in the USA.,TRUE
51210,"I, the Unspeakable","Sheldon, Walter J.",33576,en,Science Fiction,Public domain in the USA.,TRUE
51231,Syndrome Johnny,"Dye, Charles",45153,en,Science Fiction,Public domain in the USA.,TRUE
51232,"Psychotennis, Anyone?","Williams, Lloyd",46317,en,Science Fiction,Public domain in the USA.,TRUE
51233,The Marching Morons,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction,Public domain in the USA.,TRUE
51234,Zeritsky's Law,"Griffith, Ann Warren",46319,en,Science Fiction,Public domain in the USA.,TRUE
51240,The Addicts,"Samachson, Joseph",33434,en,Science Fiction,Public domain in the USA.,TRUE
51241,Bridge Crossing,"Dryfoos, Dave",34175,en,Science Fiction,Public domain in the USA.,TRUE
51247,Dead End,"Macfarlane, Wallace",46325,en,Science Fiction,Public domain in the USA.,TRUE
51249,Spacemen Die at Home,"Ludwig, Edward W.",35976,en,Science Fiction,Public domain in the USA.,TRUE
51255,Chain Reaction,"Ellanby, Boyd",35725,en,Science Fiction,Public domain in the USA.,TRUE
51256,The Cool War,"Fetler, Andrew",46330,en,Science Fiction,Public domain in the USA.,TRUE
51257,The Furious Rose,"Evans, Dean",35345,en,Science Fiction,Public domain in the USA.,TRUE
51258,A Bad Day for Vermin,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
51267,End as a Hero,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
51268,The Girls From Earth,"Robinson, Frank M.",34076,en,Science Fiction,Public domain in the USA.,TRUE
51273,Advance Agent,"Anvil, Christopher",46334,en,Science Fiction,Public domain in the USA.,TRUE
51274,Ambition,"Bade, William L.",46335,en,Science Fiction,Public domain in the USA.,TRUE
51286,Pen Pal,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
51288,Man of Distinction,"Shaara, Michael",35381,en,Science Fiction,Public domain in the USA.,TRUE
51295,The Man Who Was Six,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction,Public domain in the USA.,TRUE
51296,The Sense of Wonder,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
51297,The Pilot and the Bushman,"Jacobs, Sylvia",46363,en,Science Fiction,Public domain in the USA.,TRUE
