gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
24870,"The Stars, My Brothers","Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
24913,The Monster,"Tenneshaw, S. M.",26807,en,Science Fiction,Public domain in the USA.,TRUE
24924,Aventures extraordinaires d'un savant russe; IV. Le désert sidéral,"Graffigny, H. de (Henry)",7542,fr,FR Science fiction,Public domain in the USA.,FALSE
24924,Aventures extraordinaires d'un savant russe; IV. Le désert sidéral,"Le Faure, Georges",8850,fr,FR Science fiction,Public domain in the USA.,FALSE
24927,A Matter of Magnitude,"Sevcik, Al",26818,en,Science Fiction,Public domain in the USA.,TRUE
24928,Longevity,"Windser, Therese",26819,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
24949,Control Group,"Aycock, Roger D.",25679,en,Science Fiction,Public domain in the USA.,TRUE
24955,Man Made,"Teichner, Albert",24789,en,Science Fiction,Public domain in the USA.,TRUE
24958,Second Landing,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction,Public domain in the USA.,TRUE
24962,Aventures extraordinaires d'un savant russe; II. Le Soleil et les petites planètes,"Graffigny, H. de (Henry)",7542,fr,FR Science fiction,Public domain in the USA.,FALSE
24962,Aventures extraordinaires d'un savant russe; II. Le Soleil et les petites planètes,"Le Faure, Georges",8850,fr,FR Science fiction,Public domain in the USA.,FALSE
24965,The Deadly Daughters,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction,Public domain in the USA.,TRUE
24966,Survival Tactics,"Sevcik, Al",26818,en,Science Fiction,Public domain in the USA.,TRUE
24973,The Sun King,"Derreaux, Gaston",26851,en,Science Fiction,Public domain in the USA.,TRUE
24975,The Gift Bearer,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
24977,The Perfectionists,"Castle, Arnold",26853,en,Science Fiction,Public domain in the USA.,TRUE
25024,The Night of the Long Knives,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
25028,Heist Job on Thizar,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
25035,The Happy Unfortunate,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
25051,Space Platform,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
25061,The Penal Cluster,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
25067,The Planet Strappers,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
25078,No Moving Parts,"Yaco, Murray F.",25843,en,Science Fiction,Public domain in the USA.,TRUE
25086,The Delegate from Venus,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
25166,What The Left Hand Was Doing,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
25234,Cum Grano Salis,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
25295,"Pharaoh's Broker
Being the Very Remarkable Experiences in Another World of Isidor Werner","Douglass, Ellsworth",31224,en,Science Fiction,Public domain in the USA.,TRUE
25438,The Airlords of Han,"Nowlan, Philip Francis",31334,en,Science Fiction,Public domain in the USA.,TRUE
25550,The Defiant Agents,"Norton, Andre",7021,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
25567,Impact,"Cox, Irving E.",31427,en,Science Fiction,Public domain in the USA.,TRUE
25627,The Hunted Heroes,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
25628,The Nothing Equation,"Godwin, Tom",25402,en,Science Fiction,Public domain in the USA.,TRUE
25629,Postmark Ganymede,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
25644,The Man Who Hated Mars,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
25684,A World Called Crimson,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
25713,The Judas Valley,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
25713,The Judas Valley,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
25776,This Crowded Earth,"Bloch, Robert",31575,en,Science Fiction,Public domain in the USA.,TRUE
25780,The Fire People,"Cummings, Ray",8443,en,Science Fiction,Public domain in the USA.,TRUE
25862,The Chamber of Life,"Peyton, Green",31621,en,Science Fiction,Public domain in the USA.,TRUE
26010,Valley of the Croen,"Tarbell, Lee",31734,en,Science Fiction,Public domain in the USA.,TRUE
26066,The Cosmic Express,"Williamson, Jack",31775,en,Science Fiction,Public domain in the USA.,TRUE
26093,The Memory of Mars,"Jones, Raymond F.",25386,en,Science Fiction,Public domain in the USA.,TRUE
26109,Hail to the Chief,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
26140,Security,"Kenyon, Ernest M.",31818,en,Science Fiction,Public domain in the USA.,TRUE
26168,The Success Machine,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
26174,The Machine That Saved The World,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
26180,Mother America,"McClatchie, Sam",31851,en,Science Fiction,Public domain in the USA.,TRUE
26190,A Choice of Miracles,"Cox, James A.",31858,en,Science Fiction,Public domain in the USA.,TRUE
26191,Citadel,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
26205,"Next Door, Next World","Locke, Robert Donald",31862,en,Science Fiction,Public domain in the USA.,TRUE
26206,Pandemic,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
26292,The Star Hyacinths,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
26332,A Prize for Edie,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
26521,Earthmen Bearing Gifts,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,TRUE
26536,The Good Neighbors,"Pangborn, Edgar",32078,en,Science Fiction,Public domain in the USA.,TRUE
26569,Monkey On His Back,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,TRUE
26741,I'm a Stranger Here Myself,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
26743,The Putnam Tradition,"Dorman, Sonya",32217,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
26751,Cully,"Egan, Jack",32222,en,Science Fiction,Public domain in the USA.,TRUE
26761,Cerebrum,"Teichner, Albert",24789,en,Science Fiction,Public domain in the USA.,TRUE
26772,A Question of Courage,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
26782,It Could Be Anything,"Laumer, Keith",24817,en,Science Fiction,Public domain in the USA.,TRUE
26795,Get Out of Our Skies!,"Jarvis, E. K.",32244,en,Science Fiction,Public domain in the USA.,TRUE
26843,The Dope on Mars,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
26855,Hard Guy,"Browne, Howard",35119,en,Science Fiction,Public domain in the USA.,TRUE
26856,Solander's Radio Tomb,"Butler, Ellis Parker",585,en,Science Fiction,Public domain in the USA.,TRUE
26867,John Jones's Dollar,"Keeler, Harry Stephen",32286,en,Science Fiction,Public domain in the USA.,TRUE
26882,"Omega, the Man","Morrow, Lowell Howard",32298,en,Science Fiction,Public domain in the USA.,TRUE
26883,The Sword and the Atopen,"Greenfield, Taylor H.",32300,en,Science Fiction,Public domain in the USA.,TRUE
26890,The Rat Racket,"Keller, David H. (David Henry)",32308,en,Science Fiction,Public domain in the USA.,TRUE
26906,The Jameson Satellite,"Jones, Neil R.",32321,en,Science Fiction,Public domain in the USA.,TRUE
26917,Zehru of Xollar,"Wells, Hal K.",32327,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
26936,The Gallery,"Phillips, Rog",34753,en,Science Fiction,Public domain in the USA.,TRUE
26941,Wanted—7 Fearless Engineers!,"Tremaine, Frederick Orlin",32349,en,Science Fiction,Public domain in the USA.,TRUE
26955,Advanced Chemistry,"Huekels, Jack G.",32359,en,Science Fiction,Public domain in the USA.,TRUE
26956,Alien Offer,"Sevcik, Al",26818,en,Science Fiction,Public domain in the USA.,TRUE
26957,Star Mother,"Young, Robert F.",25767,en,Science Fiction,Public domain in the USA.,TRUE
26966,A Place in the Sun,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
26967,The Coming of the Ice,"Peyton, Green",31621,en,Science Fiction,Public domain in the USA.,TRUE
26968,Summer Snow Storm,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
26989,"B. C. 30,000","Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
27013,Hellhounds of the Cosmos,"Simak, Clifford D.",25185,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
27019,My Shipmate—Columbus,"Marlowe, Stephen",32369,en,Science Fiction,Public domain in the USA.,TRUE
27053,The Day Time Stopped Moving,"Repp, Ed Earl",32417,en,Science Fiction,Public domain in the USA.,TRUE
27089,The Risk Profession,"Westlake, Donald E.",32451,en,Science Fiction,Public domain in the USA.,TRUE
27110,The Eternal Wall,"Gallun, Raymond Z.",28382,en,Science Fiction,Public domain in the USA.,TRUE
27143,The Cavern of the Shining Ones,"Wells, Hal K.",32327,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
27248,The Raid on the Termites,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
27307,"The Last American
A Fragment from The Journal of Khan-li, Prince of Dimph-Yoo-Chur and Admiral in the Persian Navy","Mitchell, John Ames",2484,en,Precursors of Science Fiction,Public domain in the USA.,TRUE
27365,Tales of Space and Time,"Wells, H. G. (Herbert George)",30,en,Science Fiction,Public domain in the USA.,TRUE
27383,Master of None,"Goble, Neil",32660,en,Science Fiction,Public domain in the USA.,TRUE
27392,Lease to Doomsday,"Archer, Lee",32668,en,Science Fiction,Public domain in the USA.,TRUE
27393,Medal of Honor,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
27444,Starman's Quest,"Silverberg, Robert",28358,en,Science Fiction,Public domain in the USA.,TRUE
27462,The Last Evolution,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction,Public domain in the USA.,TRUE
27464,A Scientist Rises,"Hall, Desmond Winter",32702,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
27491,Unthinkable,"Phillips, Rog",34753,en,Science Fiction,Public domain in the USA.,TRUE
27492,Upstarts,"Stecher, L. J., Jr.",32723,en,Science Fiction,Public domain in the USA.,TRUE
27588,The Jupiter Weapon,"Fontenay, Charles L.",9500,en,Science Fiction,Public domain in the USA.,TRUE
27595,Eight Keys to Eden,"Clifton, Mark",25374,en,Science Fiction,Public domain in the USA.,TRUE
27609,The Undersea Tube,"Hansen, L. Taylor (Lucile Taylor)",32793,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
27631,Dead World,"Douglas, Jack",25961,en,Science Fiction,Public domain in the USA.,TRUE
27645,The Beginning,"Hasse, Henry",32816,en,Science Fiction,Public domain in the USA.,TRUE
27665,Junior Achievement,"Lee, William M.",32832,en,Science Fiction,Public domain in the USA.,TRUE
27696,A Fine Fix,"Noll, Ray C.",32853,en,Science Fiction,Public domain in the USA.,TRUE
27730,The Doomsman,"Sutphen, Van Tassel",1288,en,Science Fiction,Public domain in the USA.,TRUE
27756,Revenge,"Porges, Arthur",32890,en,Science Fiction,Public domain in the USA.,TRUE
27797,Vital Ingredient,"Vance, Gerald",32968,en,Science Fiction,Public domain in the USA.,TRUE
27921,The Love of Frank Nineteen,"Knight, David C.",33014,en,Science Fiction,Public domain in the USA.,TRUE
27968,Tulan,"MacApp, C. C.",25709,en,Science Fiction,Public domain in the USA.,TRUE
28018,"Λουκιανός - Άπαντα, Τόμος Τρίτος","Lucian, of Samosata",1997,el,Precursors of Science Fiction,Public domain in the USA.,FALSE
28030,Reluctant Genius,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
28031,Resurrection,"Shea, Robert",33088,en,Science Fiction/Slavery,Public domain in the USA.,TRUE
28045,Walls of Acid,"Hasse, Henry",32816,en,Science Fiction,Public domain in the USA.,TRUE
28047,Strange Alliance,"Walton, Bryce",33100,en,Science Fiction,Public domain in the USA.,TRUE
28048,Shepherd of the Planets,"Mattox, Alan",33102,en,Science Fiction,Public domain in the USA.,TRUE
28062,The Man Who Saw the Future,"Hamilton, Edmond",26787,en,Science Fiction,Public domain in the USA.,TRUE
28063,The Next Logical Step,"Bova, Ben",33114,en,Science Fiction,Public domain in the USA.,TRUE
28111,Moment of Truth,"Wells, Basil",33148,en,Science Fiction,Public domain in the USA.,TRUE
28118,The Great Gray Plague,"Jones, Raymond F.",25386,en,Science Fiction,Public domain in the USA.,TRUE
28119,"My Father, the Cat","Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
28156,Minor Detail,"Sharkey, Jack",32269,en,Science Fiction,Public domain in the USA.,TRUE
28215,Empire,"Simak, Clifford D.",25185,en,Science Fiction,Public domain in the USA.,TRUE
28346,Deathworld,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
28437,It's a Small Solar System,"Howard, Allan",33335,en,Science Fiction,Public domain in the USA.,TRUE
28438,The Helpful Robots,"Shea, Robert",33088,en,Science Fiction,Public domain in the USA.,TRUE
28450,Stopover,"Gerken, William",33341,en,Science Fiction,Public domain in the USA.,TRUE
28451,I Like Martian Music,"Fritch, Charles E.",33342,en,Science Fiction,Public domain in the USA.,TRUE
28453,Flight Through Tomorrow,"Coblentz, Stanton A. (Stanton Arthur)",33343,en,Science Fiction,Public domain in the USA.,TRUE
28486,The Weakling,"Cole, Everett B.",25329,en,Science Fiction,Public domain in the USA.,TRUE
28515,The Saracen: Land of the Infidel,"Shea, Robert",33088,en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
28516,The Saracen: The Holy War,"Shea, Robert",33088,en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
28518,Mex,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,TRUE
28535,Out of This World Convention,"Ackerman, Forrest J.",33388,en,Science Fiction,Public domain in the USA.,TRUE
28543,Rex Ex Machina,"Max, Frederic",33391,en,Science Fiction,Public domain in the USA.,TRUE
28550,Song in a Minor Key,"Moore, C. L. (Catherine Lucile)",33397,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
28554,Beyond Lies the Wub,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
28583,The Calm Man,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
28608,Inside John Barth,"Stuart, William W.",33446,en,Science Fiction,Public domain in the USA.,TRUE
28617,Astounding Stories of Super-Science February 1930,Various,116,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,TRUE
28628,Devil Crystals of Arret,"Wells, Hal K.",32327,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
28643,Belly Laugh,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
28644,Beyond the Door,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
28645,Lost in the Future,"Peterson, John Victor",33468,en,Science Fiction,Public domain in the USA.,TRUE
28646,Solar Stiff,"Stopher, Chas. A.",33469,en,Science Fiction,Public domain in the USA.,TRUE
28647,Texas Week,"Hernhuter, Albert",33470,en,Science Fiction,Public domain in the USA.,TRUE
28650,Year of the Big Thaw,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
28698,The Crystal Crypt,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
28705,The God in the Box,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
28767,The Defenders,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
28832,The Sargasso of Space,"Hamilton, Edmond",26787,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
28883,The Copper-Clad World,"Vincent, Harl",25146,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
28892,Benefactor,"Smith, George H. (George Henry)",33574,en,Science Fiction,Public domain in the USA.,TRUE
28893,Of Time and Texas,"Nolan, William F.",33575,en,Science Fiction,Public domain in the USA.,TRUE
28894,Two Plus Two Makes Crazy,"Sheldon, Walter J.",33576,en,Science Fiction,Public domain in the USA.,TRUE
28922,Compatible,"Smith, Richard Rein",33589,en,Science Fiction,Public domain in the USA.,TRUE
28924,Collector's Item,"Young, Robert F.",25767,en,Science Fiction,Public domain in the USA.,TRUE
28933,One Out of Ten,"Ferlaine, J. Anthony",33594,en,Science Fiction,Public domain in the USA.,TRUE
28953,When I Grow Up,"Lowe, Richard E.",33605,en,Science Fiction,Public domain in the USA.,TRUE
28954,This is Klon Calling,"Sheldon, Walter J.",33576,en,Science Fiction,Public domain in the USA.,TRUE
28976,Shaman,"Shea, Robert",33088,en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
29019,All Cats Are Gray,"Norton, Andre",7021,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,FALSE
29027,Spawn of the Comet,"Rich, H. Thompson (Harold Thompson)",33647,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29038,In the Orbit of Saturn,"Starzl, Roman Frederick",33651,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29046,The Heads of Apex,"Weiss, George Henry",26064,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29053,Raiders Invisible,"Hall, Desmond Winter",32702,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29059,The World Beyond,"Cummings, Ray",8443,en,Science Fiction,Public domain in the USA.,TRUE
29060,The Einstein See-Saw,"Breuer, Miles J. (Miles John)",33669,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29069,Poisoned Air,"Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29118,The Terror from the Depths,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29132,The Gun,"Dick, Philip K.",33399,en,Science Fiction,Public domain in the USA.,TRUE
29133,Shipwreck in the Sky,"Binder, Eando",33710,en,Science Fiction,Public domain in the USA.,TRUE
29135,"With the Night Mail: A Story of 2000 A.D.
(Together with extracts from the comtemporary magazine in which it appeared)","Kipling, Rudyard",132,en,Science Fiction,Public domain in the USA.,TRUE
29138,The Doorway,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
29139,No Pets Allowed,"Cummings, Monette",33714,en,Science Fiction,Public domain in the USA.,TRUE
29140,The Mathematicians,"Feldman, Arthur",33715,en,Science Fiction,Public domain in the USA.,TRUE
29142,Keep Out,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,TRUE
29146,Equation of Doom,"Vance, Gerald",32968,en,Science Fiction,Public domain in the USA.,TRUE
29149,"Cogito, Ergo Sum","West, John Foster",33722,en,Science Fiction,Public domain in the USA.,TRUE
29159,Acid Bath,"Garson, Bill",33727,en,Science Fiction,Public domain in the USA.,TRUE
29160,Operation Lorelie,"Salton, William P.",33728,en,Science Fiction,Public domain in the USA.,TRUE
29168,Houlihan's Equation,"Sheldon, Walter J.",33576,en,Science Fiction,Public domain in the USA.,TRUE
29170,The Hoofer,"Miller, Walter M.",33738,en,Science Fiction,Public domain in the USA.,TRUE
29177,The Pygmy Planet,"Williamson, Jack",31775,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29181,Foundling on Venus,"De Courcy, John",33743,en,Science Fiction,Public domain in the USA.,TRUE
29181,Foundling on Venus,"De Courcy, Dorothy",33744,en,Science Fiction,Public domain in the USA.,TRUE
29190,The Great Dome on Mercury,"Zagat, Arthur Leo",33759,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29193,Dream Town,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
29194,G-r-r-r...!,"Locke, Robert Donald",31862,en,Science Fiction,Public domain in the USA.,TRUE
29195,It's All Yours,"Merwin, Sam",33758,en,Science Fiction,Public domain in the USA.,TRUE
29196,Mutineer,"Shea, Robert",33088,en,Science Fiction/Animal,Public domain in the USA.,TRUE
29198,Astounding Stories of Super-Science July 1930,Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29202,The Hammer of Thor,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29204,Arm of the Law,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
29205,Grove of the Unborn,"Venable, Lyn",33761,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
29206,Happy Ending,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,TRUE
29206,Happy Ending,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,TRUE
29209,Reel Life Films,"Merwin, Sam",33758,en,Science Fiction,Public domain in the USA.,TRUE
29240,Be It Ever Thus,"Williams, Robert Moore",33777,en,Science Fiction,Public domain in the USA.,TRUE
29242,Made in Tanganyika,"Jacobi, Carl",25187,en,Science Fiction,Public domain in the USA.,TRUE
29255,Astounding Stories of Super-Science September 1930,Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29271,The Issahar Artifacts,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
29272,No Hiding Place,"Smith, Richard Rein",33589,en,Science Fiction,Public domain in the USA.,TRUE
29283,Salvage in Space,"Williamson, Jack",31775,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29290,Now We Are Three,"Hensley, Joe L.",33820,en,Science Fiction,Public domain in the USA.,TRUE
29293,Priestess of the Flame,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29298,The Bluff of the Hawk,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29299,Pirates of the Gorm,"Schachner, Nathan",33823,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29303,Operation Earthworm,"Archibald, Joe",33826,en,Science Fiction,Public domain in the USA.,TRUE
29308,Small World,"Nolan, William F.",33575,en,Science Fiction,Public domain in the USA.,TRUE
29309,The Death-Traps of FX-31,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29310,The Affair of the Brains,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29317,There Will Be School Tomorrow,"Thiessen, V. E.",33840,en,Science Fiction,Public domain in the USA.,TRUE
29321,Vulcan's Workshop,"Vincent, Harl",25146,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29322,When the Sleepers Woke,"Zagat, Arthur Leo",33759,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29326,The Great Drought,"Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29328,The Shining Cow,"James, Alex",33847,en,Science Fiction,Public domain in the USA.,TRUE
29353,Vampires of Space,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29354,This One Problem,"Pease, M. C.",33866,en,Science Fiction,Public domain in the USA.,TRUE
29355,The Odyssey of Sam Meecham,"Fritch, Charles E.",33342,en,Science Fiction,Public domain in the USA.,TRUE
29356,Such Blooming Talk,"Reynolds, L. Major",33867,en,Science Fiction,Public domain in the USA.,TRUE
29384,Disowned,"Endersby, Victor A.",33886,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29389,Raiders of the Universes,"Wandrei, Donald A.",33890,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29390,Astounding Stories of Super-Science April 1930,"Pelcher, Anthony",41198,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29401,The Solar Magnet,"Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29408,Wanderer of Infinity,"Vincent, Harl",25146,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29410,The End of Time,"West, Wallace",33900,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29416,The Mind Master,"Burks, Arthur J.",33901,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29418,The Man from Time,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
29421,The Floating Island of Madness,"Kirby, Jason",33903,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29432,The Man the Martians Made,"Long, Frank Belknap",25911,en,Science Fiction,Public domain in the USA.,TRUE
29437,The Martian Cabal,"Starzl, Roman Frederick",33651,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29445,The Hour of Battle,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29446,Beside Still Waters,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29448,Pariah Planet,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
29455,Invasion,"Leinster, Murray",7321,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29457,Loot of the Void,"Sloat, Edwin K.",33922,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29458,Cost of Living,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29466,Lords of the Stratosphere,"Burks, Arthur J.",33901,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29471,The Velvet Glove,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,TRUE
29475,Under Arctic Ice,"Bates, Harry",33755,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29487,Forever,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29488,"We're Friends, Now","Hasse, Henry",32816,en,Science Fiction,Public domain in the USA.,TRUE
29492,Old Rambling House,"Herbert, Frank",25754,en,Science Fiction,Public domain in the USA.,TRUE
29503,The Hated,"Pohl, Frederik",25413,en,Science Fiction,Public domain in the USA.,TRUE
29504,What's He Doing in There?,"Leiber, Fritz",25421,en,Science Fiction,Public domain in the USA.,TRUE
29509,Warm,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29525,The Leech,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29535,The Hands,"Sternbach, Richard A.",33970,en,Science Fiction,Public domain in the USA.,TRUE
29542,The Valor of Cappen Varra,"Anderson, Poul",25203,en,Science Fiction,Public domain in the USA.,TRUE
29548,Warrior Race,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29559,They Twinkled Like Jewels,"Farmer, Philip José",33989,en,Science Fiction,Public domain in the USA.,TRUE
29578,George Loves Gistla,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,TRUE
29579,Watchbird,"Sheckley, Robert",2960,en,Science Fiction,Public domain in the USA.,TRUE
29599,Homesick,"Venable, Lyn",33761,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE
29601,See?,"Robles, Edward G.",34021,en,Science Fiction,Public domain in the USA.,TRUE
29607,"Astounding Stories of Super-Science, March 1930",Various,116,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE
29614,The Game of Rat and Dragon,"Linebarger, Paul Myron Anthony",34034,en,Science Fiction,Public domain in the USA.,TRUE
29618,The Aggravation of Elmer,"Arthur, Robert",25995,en,Science Fiction,Public domain in the USA.,TRUE
